体育,tǐyù,"thể dục, thể thao",我喜欢体育运动。,Wǒ xǐhuān tǐyù yùndòng.,Tôi thích các hoạt động thể thao.
甜,tián,ngọt,这个蛋糕很甜。,Zhège dàngāo hěn tián.,Cái bánh này rất ngọt.
条,tiáo,"sợi, cái",他买了一条裤子。,Tā mǎi le yī tiáo kùzi.,Anh ấy đã mua một chiếc quần.
同事,tóngshì,đồng nghiệp,他是我的同事。,Tā shì wǒ de tóngshì.,Anh ấy là đồng nghiệp của tôi.
同意,tóngyì,đồng ý,我同意你的看法。,Wǒ tóngyì nǐ de kànfǎ.,Tôi đồng ý với quan điểm của bạn.
头发,tóufa,tóc,她的头发很长。,Tā de tóufa hěn cháng.,Tóc của cô ấy rất dài.
突然,tūrán,đột nhiên,他突然离开了。,Tā tūrán líkāi le.,Anh ấy đột nhiên rời đi.
图书馆,túshūguǎn,thư viện,我们去图书馆看书吧。,Wǒmen qù túshūguǎn kànshū ba.,Chúng ta đến thư viện đọc sách nhé.
腿,tuǐ,chân,他的腿很长。,Tā de tuǐ hěn cháng.,Chân của anh ấy rất dài.
完成,wánchéng,hoàn thành,我完成了作业。,Wǒ wánchéng le zuòyè.,Tôi đã hoàn thành bài tập.
碗,wǎn,bát,他吃了三碗饭。,Tā chī le sān wǎn fàn.,Anh ấy đã ăn ba bát cơm.
万,wàn,"vạn, mười nghìn",一万个人参加了比赛。,Yī wàn gè rén cānjiā le bǐsài.,Mười nghìn người đã tham gia cuộc thi.
忘记,wàngjì,quên,请不要忘记带书。,Qǐng bùyào wàngjì dài shū.,Vui lòng đừng quên mang sách.
位,wèi,"vị, ngài",请坐在这位先生旁边。,Qǐng zuò zài zhè wèi xiānshēng pángbiān.,Xin ngồi bên cạnh ông này.
为,wèi,vì,我为你感到骄傲。,Wǒ wèi nǐ gǎndào jiāo'ào.,Tôi tự hào về bạn.
为了,wèile,"để, vì",我来中国是为了学习汉语。,Wǒ lái Zhōngguó shì wèile xuéxí hànyǔ .,Tôi đến Trung Quốc để học tiếng Trung.
文化,wénhuà,văn hóa,他对中国文化很感兴趣。,Tā duì Zhōngguó wénhuà hěn gǎn xìngqù.,Anh ấy rất quan tâm đến văn hóa Trung Quốc.
西,xī,phía tây,我住在西边。,Wǒ zhù zài xībiān.,Tôi sống ở phía tây.
习惯,xíguàn,thói quen,他习惯早起。,Tā xíguàn zǎoqǐ.,Anh ấy quen dậy sớm.
洗手间,xǐshǒujiān,nhà vệ sinh,洗手间在那边。,Xǐshǒujiān zài nà biān.,Nhà vệ sinh ở đằng kia.
洗澡,xǐzǎo,tắm,我每天早上都洗澡。,Wǒ měitiān zǎoshang dōu xǐzǎo.,Tôi đều tắm vào mỗi buổi sáng.
喜欢,xǐhuān,thích,我喜欢这个颜色。,Wǒ xǐhuān zhège yánsè.,Tôi thích màu này.
现在,xiànzài,hiện,现在是八点。,Xiànzài shì bā diǎn.,Bây giờ là tám giờ.
香蕉,xiāngjiāo,chuối,香蕉是黄色的。,Xiāngjiāo shì huángsè de.,Chuối có màu vàng.
相同,xiāngtóng,giống nhau,我们的看法相同。,Wǒmen de kànfǎ xiāngtóng.,Quan điểm của chúng tôi giống nhau.
相信,xiāngxìn,tin tưởng,我相信他的话。,Wǒ xiāngxìn tā de huà.,Tôi tin lời anh ấy.
像,xiàng,giống,他像他爸爸一样高。,Tā xiàng tā bàba yīyàng gāo.,Anh ấy cao giống như bố của mình.
小心,xiǎoxīn,cẩn thận,请小心地走路。,Qǐng xiǎoxīn de zǒulù.,Vui lòng đi bộ cẩn thận.
校长,xiàozhǎng,hiệu trưởng,校长在办公室工作。,Xiàozhǎng zài bàngōngshì gōngzuò.,Hiệu trưởng làm việc trong văn phòng.
鞋,xié,giày,我买了一双新鞋。,Wǒ mǎi le yī shuāng xīn xié.,Tôi đã mua một đôi giày mới.
新闻,xīnwén,tin tức,我每天都看新闻。,Wǒ měitiān dōu kàn xīnwén.,Tôi xem tin tức mỗi ngày.
新鲜,xīnxiān,tươi mới,这些水果很新鲜。,Zhèxiē shuǐguǒ hěn xīnxiān.,Những loại trái cây này rất tươi.
信,xìn,"thư, tin tưởng",我给你写了一封信。,Wǒ gěi nǐ xiě le yī fēng xìn.,Tôi đã viết cho bạn một bức thư.
行李箱,xínglǐxiāng,vali,我的行李箱很重。,Wǒ de xínglǐxiāng hěn zhòng.,Vali của tôi rất nặng.
兴趣,xìngqù,hứng thú,我对中国文化有兴趣。,Wǒ duì Zhōngguó wénhuà yǒu xìngqù.,Tôi có hứng thú với văn hóa Trung Quốc.
熊猫,xióngmāo,gấu trúc,熊猫是中国的国宝。,Xióngmāo shì Zhōngguó de guóbǎo.,Gấu trúc là báu vật quốc gia của Trung Quốc.
需要,xūyào,cần,我需要一杯水。,Wǒ xūyào yī bēi shuǐ.,Tôi cần một cốc nước.
选择,xuǎnzé,lựa chọn,你可以选择一个礼物。,Nǐ kěyǐ xuǎnzé yī gè lǐwù.,Bạn có thể chọn một món quà.
眼镜,yǎnjìng,kính,他戴着一副眼镜。,Tā dài zhe yī fù yǎnjìng.,Anh ấy đang đeo một chiếc kính.
要求,yāoqiú,yêu cầu,老师对学生有很高的要求。,Lǎoshī duì xuéshēng yǒu hěn gāo de yāoqiú.,Giáo viên có yêu cầu rất cao đối với học sinh.
爷爷,yéye,ông nội,我爷爷很喜欢看书。,Wǒ yéye hěn xǐhuān kàn shū.,Ông của tôi rất thích đọc sách.
一定,yīdìng,nhất định,我一定会努力学习。,Wǒ yídìng huì nǔlì xuéxí.,Tôi chắc chắn sẽ học chăm chỉ.
一共,yīgòng,tổng cộng,我们一共有五个人。,Wǒmen yígòng yǒu wǔ gè rén.,Chúng tôi có tổng cộng năm người.
一会儿,yīhuìr,một lát,请等我一会儿。,Qǐng děng wǒ yíhuìr.,Xin hãy đợi tôi một lát.
一样,yīyàng,giống nhau,他们和我们一样高。,Tāmen hé wǒmen yīyàng gāo.,Họ cao bằng chúng tôi.
以后,yǐhòu,sau này,我以后再来。,Wǒ yǐhòu zài lái.,Tôi sẽ đến sau.
以前,yǐqián,trước đây,我以前住在北京。,Wǒ yǐqián zhù zài Běijīng.,Tôi đã từng sống ở Bắc Kinh.
以为,yǐwéi,cho rằng,我以为你不来了。,Wǒ yǐwéi nǐ bù lái le.,Tôi tưởng rằng bạn không đến.
一般,yībān,thông thường,这个饭馆很一般。,Zhège fànguǎn hěn yībān.,Nhà hàng này rất bình thường.
一边,yībiān,vừa ... vừa ...,他一边吃饭一边看电视。,Tā yìbiān chīfàn yìbiān kàn diànshì.,Anh ấy vừa ăn vừa xem TV.
一直,yīzhí,luôn luôn,他一直在学习。,Tā yìzhí zài xuéxí.,Anh ấy luôn luôn học tập.
音乐,yīnyuè,âm nhạc,我喜欢听音乐。,Wǒ xǐhuān tīng yīnyuè.,Tôi thích nghe nhạc.
银行,yínháng,ngân hàng,我去银行取钱。,Wǒ qù yínháng qǔ qián.,Tôi đến ngân hàng rút tiền.
应该,yīnggāi,nên,你应该多休息。,Nǐ yīnggāi duō xiūxí.,Bạn nên nghỉ ngơi nhiều hơn.
影响,yǐngxiǎng,ảnh hưởng,这个电影对我影响很大。,Zhège diànyǐng duì wǒ yǐngxiǎng hěn dà.,Bộ phim này có ảnh hưởng lớn đối với tôi.
用,yòng,dùng,请不要用手机。,Qǐng bùyào yòng shǒujī.,Vui lòng không sử dụng điện thoại.
游戏,yóuxì,trò chơi,我喜欢玩游戏。,Wǒ xǐhuān wán yóuxì.,Tôi thích chơi trò chơi.
又,yòu,"lại, vừa",他又来了。,Tā yòu lái le.,Anh ấy lại đến.
有名,yǒumíng,nổi tiếng,他是一个有名的歌手。,Tā shì yī gè yǒumíng de gēshǒu.,Anh ấy là một ca sĩ nổi tiếng.
遇到,yùdào,gặp phải,我在路上遇到他了。,Wǒ zài lùshàng yùdào tā le.,Tôi đã gặp anh ấy trên đường.
月亮,yuèliàng,mặt trăng,今天晚上的月亮很圆。,Jīntiān wǎnshang de yuèliàng hěn yuán.,Trăng tối nay rất tròn.
云,yún,mây,天上的云很美。,Tiānshàng de yún hěn měi.,Mây trên trời rất đẹp.
站,zhàn,"đứng, trạm",请站在这儿。,Qǐng zhàn zài zhèr.,Xin hãy đứng ở đây.
长,zhǎng,dài,他长得很高。,Tā zhǎng de hěn gāo.,Anh ấy cao.
着急,zhāojí,lo lắng,他很着急。,Tā hěn zhāojí.,Anh ấy rất lo lắng.
照顾,zhàogu,chăm sóc,我会照顾你。,Wǒ huì zhàogù nǐ.,Tôi sẽ chăm sóc bạn.
照片,zhàopiàn,bức ảnh,这张照片很好看。,Zhè zhāng zhàopiàn hěn hǎokàn.,Bức ảnh này rất đẹp.
照相机,zhàoxiàngjī,máy ảnh,我有一台新的照相机。,Wǒ yǒu yī tái xīn de zhàoxiàngjī.,Tôi có một chiếc máy ảnh mới.
只,zhǐ,chỉ,我只吃了一点儿。,Wǒ zhǐ chī le yīdiǎnr.,Tôi chỉ ăn một chút.
中间,zhōngjiān,ở giữa,他站在房间的中间。,Tā zhàn zài fángjiān de zhōngjiān.,Anh ấy đứng ở giữa phòng.
终于,zhōngyú,cuối cùng,我终于完成了作业。,Wǒ zhōngyú wánchéng le zuòyè.,Cuối cùng tôi đã hoàn thành bài tập.
种,zhǒng,"loại, hạt giống",他喜欢这种花。,Tā xǐhuān zhè zhǒng huā.,Anh ấy thích loại hoa này.
重要,zhòngyào,quan trọng,这件事很重要。,Zhè jiàn shì hěn zhòngyào.,Việc này rất quan trọng.
主要,zhǔyào,chủ yếu,主要问题是时间不够。,Zhǔyào wèntí shì shíjiān bù gòu.,Vấn đề chính là không đủ thời gian.
周末,zhōumò,cuối tuần,周末我去公园玩。,Zhōumò wǒ qù gōngyuán wán.,Cuối tuần tôi đi công viên chơi.
祝,zhù,chúc,祝你生日快乐。,Zhù nǐ shēngrì kuàilè.,Chúc bạn sinh nhật vui vẻ.
注意,zhùyì,chú ý,请注意安全。,Qǐng zhùyì ānquán.,Vui lòng chú ý an toàn.
字典,zìdiǎn,từ điển,我需要一本字典。,Wǒ xūyào yī běn zìdiǎn.,Tôi cần một quyển từ điển.
自己,zìjǐ,bản thân,这是我自己的问题。,Zhè shì wǒ zìjǐ de wèntí.,Đây là vấn đề của chính tôi.
总是,zǒngshì,luôn luôn,他总是很忙。,Tā zǒngshì hěn máng.,Anh ấy luôn luôn bận rộn.
最近,zuìjìn,gần đây,最近我很忙。,Zuìjìn wǒ hěn máng.,Gần đây tôi rất bận.
作业,zuòyè,bài tập về nhà,我已经做完作业了。,Wǒ yǐjīng zuò wán zuòyè le.,Tôi đã làm xong bài tập.
作用,zuòyòng,tác dụng,这个词的作用是什么？,Zhège cí de zuòyòng shì shénme?,Tác dụng của từ này là gì?
