建议,jiàn yì,kiến nghị,我有一个建议。,Wǒ yǒu yī ge jiànyì.,Tôi có một đề xuất.
将来,jiāng lái,tương lai,将来我要当医生。,Jiānglái wǒ yào dāng yīshēng.,Tương lai tôi muốn trở thành bác sĩ.
奖金,jiǎng jīn,học bổng,公司给了他奖金。,Gōngsī gěi le tā jiǎngjīn.,Công ty đã thưởng tiền cho anh ấy.
降低,jiàng dī,hạ thấp,他们降低了价格。,Tāmen jiàngdī le jiàgé.,Họ đã giảm giá.
降落,jiàng luò,hạ cánh,飞机准时降落。,Fēijī zhǔnshí jiàngluò.,Máy bay hạ cánh đúng giờ.
交,jiāo,giao,我交了作业。,Wǒ jiāo le zuòyè.,Tôi đã nộp bài tập.
交流,jiāo liú,giao lưu,我们经常交流经验。,Wǒmen jīngcháng jiāoliú jīngyàn.,Chúng tôi thường trao đổi kinh nghiệm.
交通,jiāo tōng,giao thông,交通很拥挤。,Jiāotōng hěn yōngjǐ.,Giao thông rất tắc nghẽn.
郊区,jiāo qū,ngoại ô,我住在郊区。,Wǒ zhù zài jiāoqū.,Tôi sống ở ngoại ô.
骄傲,jiāo ào,"tự hào, kiêu ngạo",他很骄傲。,Tā hěn jiāo'ào.,Anh ấy rất tự hào.
饺子,jiǎo zi,sủi cảo,我喜欢吃饺子。,Wǒ xǐhuān chī jiǎozi.,Tôi thích ăn bánh bao.
教授,jiào shòu,giáo sư,他是大学教授。,Tā shì dàxué jiàoshòu.,Anh ấy là giáo sư đại học.
教育,jiào yù,giáo dục,教育很重要。,Jiàoyù hěn zhòngyào.,Giáo dục rất quan trọng.
接受,jiē shòu,tiếp nhận,我接受了他的邀请。,Wǒ jiēshòu le tā de yāoqǐng.,Tôi đã nhận lời mời của anh ấy.
接着,jiē zhe,tiếp theo,接着，我们去吃饭吧。,"Jiēzhe, wǒmen qù chīfàn ba.","Tiếp theo, chúng ta đi ăn nhé."
节,jié,tiết,春节是中国的传统节日。,Chūnjié shì Zhōngguó de chuántǒng jiérì.,Tết Nguyên đán là ngày lễ truyền thống của Trung Quốc.
节约,jié yuē,tiết kiệm,我们要节约用水。,Wǒmen yào jiéyuē yòng shuǐ.,Chúng ta phải tiết kiệm nước.
结果,jié guǒ,kết quả,结果他成功了。,Jiéguǒ tā chénggōng le.,Kết quả là anh ấy đã thành công.
解释,jiě shì,giải thích,他解释了这个问题。,Tā jiěshì le zhè ge wèntí.,Anh ấy đã giải thích vấn đề này.
尽管,jǐn guǎn,tuy rằng,尽管下雨，他还是来了。,"Jǐnguǎn xiàyǔ, tā háishì lái le.","Dù trời mưa, anh ấy vẫn đến."
紧张,jǐn zhāng,căng thẳng,我感到很紧张。,Wǒ gǎndào hěn jǐnzhāng.,Tôi cảm thấy rất căng thẳng.
进行,jìn xíng,tiến hành,我们正在进行讨论。,Wǒmen zhèngzài jìnxíng tǎolùn.,Chúng tôi đang tiến hành thảo luận.
禁止,jìn zhǐ,cấm,这里禁止吸烟。,Zhèlǐ jìnzhǐ xīyān.,Ở đây cấm hút thuốc.
京剧,jīng jù,kinh kịch,我喜欢看京剧。,Wǒ xǐhuān kàn Jīngjù.,Tôi thích xem Kinh kịch.
经济,jīng jì,kinh tế,经济发展很快。,Jīngjì fāzhǎn hěn kuài.,Kinh tế phát triển rất nhanh.
经历,jīng lì,"trải qua, kinh qua",他有丰富的经历。,Tā yǒu fēngfù de jīnglì.,Anh ấy có nhiều kinh nghiệm.
经验,jīng yàn,kinh nghiệm,他的经验很丰富。,Tā de jīngyàn hěn fēngfù.,Kinh nghiệm của anh ấy rất phong phú.
精彩,jīng cǎi,hấp dẫn,比赛非常精彩。,Bǐsài fēicháng jīngcǎi.,Trận đấu rất xuất sắc.
景色,jǐng sè,cảnh sắc,山上的景色很美。,Shānshàng de jǐngsè hěn měi.,Cảnh trên núi rất đẹp.
警察,jǐng chá,cảnh sát,警察在调查案件。,Jǐngchá zài diàochá ànjiàn.,Cảnh sát đang điều tra vụ án.
竞争,jìng zhēng,cạnh tranh,公司之间竞争激烈。,Gōngsī zhī jiān jìngzhēng jīliè.,Cạnh tranh giữa các công ty rất khốc liệt.
竟然,jìng rán,vậy mà lại,他竟然赢了比赛。,Tā jìngrán yíng le bǐsài.,Anh ấy vậy mà lại chiến thắng trận đấu.
镜子,jìng zi,"kính, gương",镜子里有个陌生人。,Jìngzi lǐ yǒu gè mòshēng rén.,Trong gương có một người lạ.
究竟,jiū jìng,rốt cuộc,究竟发生了什么事？,Jiūjìng fāshēng le shénme shì?,Rốt cuộc đã xảy ra chuyện gì?
举,jǔ,"giơ, nâng",他举手回答问题。,Tā jǔshǒu huídá wèntí.,Anh ấy giơ tay trả lời câu hỏi.
举办,jǔ bàn,tổ chức,学校举办了一个音乐会。,Xuéxiào jǔbàn le yī gè yīnyuè huì.,Trường tổ chức một buổi hòa nhạc.
举行,jǔ xíng,tổ chức,会议在北京举行。,Huìyì zài Běijīng jǔxíng.,Hội nghị được tổ chức tại Bắc Kinh.
拒绝,jù jué,từ chối,他拒绝了我的邀请。,Tā jùjué le wǒ de yāoqǐng.,Anh ấy từ chối lời mời của tôi.
距离,jù lí,khoảng cách,学校到我们家的距离很远。,Xuéxiào dào wǒmen jiā de jùlí hěn yuǎn.,Trường học cách nhà chúng tôi rất xa.
聚会,jù huì,tụ tập,我们下个星期有个聚会。,Wǒmen xià gè xīngqī yǒu gè jùhuì.,Tuần sau chúng tôi có một buổi họp mặt.
开玩笑,kāi wán xiào,đùa,他喜欢开玩笑。,Tā xǐhuān kāiwánxiào.,Anh ấy thích đùa giỡn.
开心,kāi xīn,vui vẻ,今天我很开心。,Jīntiān wǒ hěn kāixīn.,Hôm nay tôi rất vui.
看法,kàn fǎ,quan điểm,你的看法是什么？,Nǐ de kànfǎ shì shénme?,Quan điểm của bạn là gì?
考虑,kǎo lǜ,suy nghĩ,我会考虑你的建议。,Wǒ huì kǎolǜ nǐ de jiànyì.,Tôi sẽ xem xét đề nghị của bạn.
烤鸭,kǎo yā,vịt quay,北京烤鸭很好吃。,Běijīng kǎoyā hěn hǎochī.,Vịt quay Bắc Kinh rất ngon.
科学,kē xué,khoa học,科学是非常重要的学科。,Kēxué shì fēicháng zhòngyào de xuékē.,Khoa học là một môn học rất quan trọng.
棵,kē,lượng từ cho cây,花园里有很多棵树。,Huāyuán lǐ yǒu hěn duō kē shù.,Trong vườn có rất nhiều cây.
咳嗽,ké sou,ho,我感冒了，咳嗽很厉害。,"Wǒ gǎnmào le, késou hěn lìhài.","Tôi bị cảm, ho rất nặng."
可怜,kě lián,đáng thương,他很可怜，需要帮助。,"Tā hěn kělián, xūyào bāngzhù.","Anh ấy rất đáng thương, cần sự giúp đỡ."
可是,kě shì,nhưng,我很想去，可是没有时间。,"Wǒ hěn xiǎng qù, kěshì méiyǒu shíjiān.","Tôi rất muốn đi, nhưng không có thời gian."
可惜,kě xī,đáng tiếc,太可惜了，我没看到。,"Tài kěxī le, wǒ méi kàndào.","Thật đáng tiếc, tôi đã không thấy."
客厅,kè tīng,phòng khách,客厅里有很多家具。,Kètīng lǐ yǒu hěn duō jiājù.,Trong phòng khách có rất nhiều đồ nội thất.
肯定,kěn dìng,khẳng định,这件事肯定是真的。,Zhè jiàn shì kěndìng shì zhēn de.,Chuyện này chắc chắn là thật.
空,kōng,trống rỗng,房间里空无一人。,Fángjiān lǐ kōng wú yī rén.,Phòng trống không một ai.
空气,kōng qì,không khí,山上的空气很新鲜。,Shānshàng de kōngqì hěn xīnxiān.,Không khí trên núi rất trong lành.
恐怕,kǒng pà,e rằng,我恐怕他不会来了。,Wǒ kǒngpà tā bù huì lái le.,Tôi sợ rằng anh ấy sẽ không đến.
苦,kǔ,"khổ, đắng",这个药很苦。,Zhè ge yào hěn kǔ.,Thuốc này rất đắng.
矿泉水,kuàng quán shuǐ,nước khoáng,我喜欢喝矿泉水。,Wǒ xǐhuān hē kuàngquánshuǐ.,Tôi thích uống nước khoáng.
困,kùn,buồn ngủ,我昨晚没睡好，很困。,"Wǒ zuówǎn méi shuì hǎo, hěn kùn.","Tối qua tôi ngủ không ngon, rất buồn ngủ."
困难,kùn nán,khó khăn,学习汉语很困难。,Xuéxí Hànyǔ hěn kùnnán.,Học tiếng Trung rất khó.
垃圾桶,lā jī tǒng,thùng rác,请把垃圾扔进垃圾桶。,Qǐng bǎ lājī rēng jìn lājītǒng.,Vui lòng bỏ rác vào thùng rác.
拉,lā,kéo,他把箱子拉到房间里。,Tā bǎ xiāngzi lā dào fángjiān lǐ.,Anh ấy kéo vali vào phòng.
辣,là,cay,我不喜欢吃辣的东西。,Wǒ bù xǐhuān chī là de dōngxī.,Tôi không thích ăn đồ cay.
来不及,lái bù jí,không kịp,我们来不及赶飞机了。,Wǒmen láibují gǎn fēijī le.,Chúng tôi không kịp chuyến bay rồi.
来得及,lái de jí,kịp,你来得及去火车站。,Nǐ láidéjí qù huǒchē zhàn.,Bạn kịp giờ đi đến ga tàu.
来自,lái zì,đến từ,他来自中国。,Tā láizì Zhōngguó.,Anh ấy đến từ Trung Quốc.
懒,lǎn,lười biếng,他很懒，不喜欢工作。,"Tā hěn lǎn, bù xǐhuān gōngzuò.","Anh ấy rất lười, không thích làm việc."
浪费,làng fèi,lãng phí,我们应该避免浪费时间。,Wǒmen yīnggāi bìmiǎn làngfèi shíjiān.,Chúng ta nên tránh lãng phí thời gian.
浪漫,làng màn,lãng mạn,他们的故事很浪漫。,Tāmen de gùshì hěn làngmàn.,Câu chuyện của họ rất lãng mạn.
老虎,lǎo hǔ,hổ,动物园里有一只老虎。,Dòngwùyuán lǐ yǒu yī zhī lǎohǔ.,Trong sở thú có một con hổ.
冷静,lěng jìng,bình tĩnh,请冷静下来，不要生气。,"Qǐng lěngjìng xiàlái, bùyào shēngqì.","Xin hãy bình tĩnh lại, đừng tức giận."
礼拜天,lǐ bài tiān,chủ nhật,我们星期天去公园。,Wǒmen xīngqītiān qù gōngyuán.,Chủ nhật chúng ta đi công viên.
礼貌,lǐ mào,"lễ phép, lịch sự",他对人很有礼貌。,Tā duì rén hěn yǒu lǐmào.,Anh ấy rất lịch sự với mọi người.
理发,lǐ fà,cắt tóc,今天我要去理发。,Jīntiān wǒ yào qù lǐfà.,Hôm nay tôi sẽ đi cắt tóc.
理解,lǐ jiě,"lý giải, hiểu",我不理解你的意思。,Wǒ bù lǐjiě nǐ de yìsi.,Tôi không hiểu ý của bạn.
理想,lǐ xiǎng,lý tưởng,他的理想是当医生。,Tā de lǐxiǎng shì dāng yīshēng.,Lý tưởng của anh ấy là trở thành bác sĩ.
力气,lì qì,sức lực,我没有力气搬动这张桌子。,Wǒ méiyǒu lìqì bāndòng zhè zhāng zhuōzi.,Tôi không có sức để di chuyển cái bàn này.
厉害,lì hài,lợi hại,他的汉语说得很厉害。,Tā de Hànyǔ shuō de hěn lìhài.,Anh ấy nói tiếng Trung rất giỏi.
例如,lì rú,ví dụ,例如，苹果和香蕉都是水果。,"Lìrú, píngguǒ hé xiāngjiāo dōu shì shuǐguǒ.","Ví dụ, táo và chuối đều là trái cây."
俩,liǎ,hai người,我们俩是好朋友。,Wǒmen liǎ shì hǎo péngyǒu.,Hai chúng tôi là bạn tốt.
连,lián,"liên kết, nối",他连书都没带。,Tā lián shū dōu méi dài.,Anh ấy thậm chí còn không mang sách.
联系,lián xì,liên hệ,我会联系你。,Wǒ huì liánxì nǐ.,Tôi sẽ liên lạc với bạn.
凉快,liáng kuài,mát mẻ,今天很凉快。,Jīntiān hěn liángkuai.,Hôm nay rất mát mẻ.
零钱,líng qián,tiền lẻ,我有一些零钱。,Wǒ yǒu yīxiē língqián.,Tôi có một ít tiền lẻ.
另外,lìng wài,"ngoài ra, còn lại",我们还有另外一个问题要解决。,Wǒmen hái yǒu lìngwài yī ge wèntí yào jiějué.,Chúng ta còn một vấn đề khác cần giải quyết.
留,liú,"lưu lại, ở lại",请把文件留在桌上。,Qǐng bǎ wénjiàn liú zài zhuō shàng.,Vui lòng để tài liệu trên bàn.
流利,liú lì,lưu loát,他的汉语说得很流利。,Tā de Hànyǔ shuō de hěn liúlì.,Anh ấy nói tiếng Trung rất lưu loát.
流行,liú xíng,thịnh hành,这首歌很流行。,Zhè shǒu gē hěn liúxíng.,Bài hát này rất thịnh hành.
旅行,lǚ xíng,du lịch,我们打算去旅行。,Wǒmen dǎsuàn qù lǚxíng.,Chúng tôi dự định đi du lịch.
律师,lǜ shī,luật sư,他是一名律师。,Tā shì yī míng lǜshī.,Anh ấy là một luật sư.
乱,luàn,loạn,房间里很乱。,Fángjiān lǐ hěn luàn.,Phòng rất lộn xộn.
麻烦,má fan,"phiền phức, làm phiền",麻烦你帮我拿一下。,Máfan nǐ bāng wǒ ná yīxià.,Phiền bạn giúp tôi cầm cái này.
马虎,mǎ hu,qua loa,他做事很马虎。,Tā zuòshì hěn mǎhǔ.,Anh ấy làm việc rất cẩu thả.
满,mǎn,đầy,我的行李箱装满了。,Wǒ de xínglǐ xiāng zhuāng mǎnle.,Vali của tôi đầy rồi.
毛,máo,lông,我不喜欢穿毛衣。,Wǒ bù xǐhuān chuān máoyī.,Tôi không thích mặc áo lông.
毛巾,máo jīn,khăn bông,请给我一条毛巾。,Qǐng gěi wǒ yī tiáo máojīn.,Xin hãy đưa cho tôi một cái khăn tắm.
美丽,měi lì,đẹp,这个地方很美丽。,Zhè ge dìfāng hěn měilì.,Nơi này rất đẹp.
梦,mèng,"giấc mơ, mơ",我昨晚做了一个好梦。,Wǒ zuówǎn zuò le yī ge hǎo mèng.,Tối qua tôi đã có một giấc mơ đẹp.
迷路,mí lù,lạc đường,我迷路了，找不到回家的路。,"Wǒ mílù le, zhǎo bù dào huí jiā de lù.","Tôi bị lạc, không tìm thấy đường về nhà."
密码,mì mǎ,mật khẩu,请不要告诉别人我的密码。,Qǐng bùyào gàosù biérén wǒ de mìmǎ.,Xin đừng nói mật khẩu của tôi cho người khác.
免费,miǎn fèi,miễn phí,这家博物馆是免费的。,Zhè jiā bówùguǎn shì miǎnfèi de.,Bảo tàng này miễn phí.
秒,miǎo,giây,我们需要等几秒钟。,Wǒmen xūyào děng jǐ miǎo zhōng.,Chúng ta cần đợi vài giây.
民族,mín zú,dân tộc,中国是一个多民族的国家。,Zhōngguó shì yī ge duō mínzú de guójiā.,Trung Quốc là một quốc gia đa dân tộc.
母亲,mǔ qin,mẹ,我的母亲很善良。,Wǒ de mǔqīn hěn shànliáng.,Mẹ của tôi rất hiền lành.
目的,mù dì,mục đích,我的目的是学好汉语。,Wǒ de mùdì shì xuéhǎo Hànyǔ.,Mục đích của tôi là học giỏi tiếng Trung.
耐心,nài xīn,nhẫn nại,请耐心一点。,Qǐng nàixīn yīdiǎn.,Xin hãy kiên nhẫn một chút.
难道,nán dào,lẽ nào,难道你不想去吗？,Nándào nǐ bù xiǎng qù ma?,Chẳng lẽ bạn không muốn đi à?
难受,nán shòu,buồn,他觉得很难受。,Tā juéde hěn nánshòu.,Anh ấy cảm thấy rất khó chịu.
内,nèi,bên trong,他住在城市内。,Tā zhù zài chéngshì nèi.,Anh ấy sống trong thành phố.
内容,nèi róng,nội dung,这本书的内容很有趣。,Zhè běn shū de nèiróng hěn yǒuqù.,Nội dung của cuốn sách này rất thú vị.
能力,néng lì,năng lực,他有很强的工作能力。,Tā yǒu hěn qiáng de gōngzuò nénglì.,Anh ấy có khả năng làm việc rất tốt.
年龄,nián líng,tuổi tác,她的年龄是25岁。,Tā de niánlíng shì 25 suì.,Cô ấy 25 tuổi.
弄,nòng,làm,别弄坏了我的手机。,Bié nòng huài le wǒ de shǒujī.,Đừng làm hỏng điện thoại của tôi.
暖和,nuǎn huo,ấm áp,今天天气很暖和。,Jīntiān tiānqì hěn nuǎnhuo.,Hôm nay thời tiết rất ấm áp.
偶尔,ǒu ěr,đôi khi,我偶尔会去图书馆。,Wǒ ǒu'ěr huì qù túshūguǎn.,Thỉnh thoảng tôi sẽ đi thư viện.
排队,pái duì,xếp hàng,请大家排队等候。,Qǐng dàjiā páiduì děnghòu.,Xin mọi người xếp hàng chờ.
排列,pái liè,"sắp xếp, xếp",书架上的书排列的非常整齐。,shūjià shàng de shū páiliè de fēicháng zhěngqí.,Sách trên giá xếp rất ngay ngắn.
判断,pàn duàn,phán đoán,我无法判断他是否说真话。,Wǒ wúfǎ pànduàn tā shìfǒu shuō zhēnhuà.,Tôi không thể đánh giá anh ấy có nói thật hay không.
陪,péi,cùng,她陪我去看医生。,Tā péi wǒ qù kàn yīshēng.,Cô ấy đi cùng tôi đến gặp bác sĩ.
批评,pī píng,phê bình,他总是批评我的工作。,Tā zǒngshì pīpíng wǒ de gōngzuò.,Anh ấy luôn chỉ trích công việc của tôi.
皮肤,pí fū,da,她的皮肤很白。,Tā de pífū hěn bái.,Da của cô ấy rất trắng.
脾气,pí qì,tính khí,他的脾气很坏。,Tā de píqì hěn huài.,Tính tình của anh ấy rất tệ.
篇,piān,lượng từ cho bài viết,我读了一篇有趣的文章。,Wǒ dú le yī piān yǒuqù de wénzhāng.,Tôi đã đọc một bài viết thú vị.
骗,piàn,lừa,别骗我。,Bié piàn wǒ.,Đừng lừa tôi.
乒乓球,pīng pāng qiú,bóng bàn,我喜欢打乒乓球。,Wǒ xǐhuān dǎ pīngpāng qiú.,Tôi thích chơi bóng bàn.
平时,píng shí,bình thường,平时他很少运动。,Píngshí tā hěn shǎo yùndòng.,Thường thì anh ấy ít khi tập thể dục.
破,pò,"rách, nổ",我的鞋子破了。,Wǒ de xiézi pò le.,Giày của tôi bị rách rồi.
葡萄,pú táo,nho,这些葡萄很好吃。,Zhèxiē pútao hěn hǎochī.,Những trái nho này rất ngon.
普遍,pǔ biàn,phổ biến,这种现象很普遍。,Zhè zhǒng xiànxiàng hěn pǔbiàn.,Hiện tượng này rất phổ biến.
普通话,pǔ tōng huà,tiếng phổ thông,他说普通话说得很好。,Tā shuō Pǔtōnghuà shuō de hěn hǎo.,Anh ấy nói tiếng phổ thông rất tốt.
其次,qí cì,tiếp theo,首先要努力，其次要坚持。,"Shǒuxiān yào nǔlì, qícì yào jiānchí.","Trước tiên phải nỗ lực, sau đó phải kiên trì."
其中,qí zhōng,trong đó,在所有的人群中，其中有一个人是我认识的人。,"Zài suǒyǒu de rénqún zhōng, qízhōng yǒuyī gèrén shì wǒ rènshí de rén.","Trong số tất cả mọi người, có một người tôi biết."
气候,qì hòu,khí hậu,这个地方的气候很宜人。,Zhège dìfāng de qìhòu hěn yírén.,Khí hậu nơi này rất dễ chịu.
千万,qiān wàn,nhất thiết,你千万不要忘记。,Nǐ qiānwàn bùyào wàngjì.,Bạn nhất định đừng quên.
签证,qiān zhèng,visa,我需要办理签证。,Wǒ xūyào bànlǐ qiānzhèng.,Tôi cần làm thị thực.
敲,qiāo,gõ,他敲门进来了。,Tā qiāo mén jìn lái le.,Anh ấy gõ cửa rồi vào.
桥,qiáo,cầu,他们在桥上拍照。,Tāmen zài qiáo shàng pāizhào.,Họ chụp ảnh trên cầu.
巧克力,qiǎo kè lì,sô cô la,她给了我一块巧克力。,Tā gěi le wǒ yī kuài qiǎokèlì.,Cô ấy đưa cho tôi một miếng sô-cô-la.
亲戚,qīn qi,họ hàng,我有很多亲戚住在国外。,Wǒ yǒu hěn duō qīnqi zhù zài guówài.,Tôi có nhiều họ hàng sống ở nước ngoài.
轻,qīng,nhẹ,这本书很轻。,Zhè běn shū hěn qīng.,Cuốn sách này rất nhẹ.
轻松,qīng sōng,thoải mái,他觉得工作很轻松。,Tā juéde gōngzuò hěn qīngsōng.,Anh ấy cảm thấy công việc rất nhẹ nhàng.
情况,qíng kuàng,tình hình,目前的情况很复杂。,Mùqián de qíngkuàng hěn fùzá.,Tình hình hiện tại rất phức tạp.
穷,qióng,nghèo,他家很穷。,Tā jiā hěn qióng.,Gia đình anh ấy rất nghèo.
区别,qū bié,khác biệt,这个问题有很多区别。,Zhège wèntí yǒu hěn duō qūbié.,Vấn đề này có nhiều khác biệt.
取,qǔ,lấy,请把书取出来。,Qǐng bǎ shū qǔ chūlái.,Vui lòng lấy sách ra.
全部,quán bù,toàn bộ,我们全部完成了任务。,Wǒmen quánbù wánchéng le rènwù.,Chúng tôi hoàn thành toàn bộ nhiệm vụ.
缺点,quē diǎn,khuyết điểm,他有很多缺点。,Tā yǒu hěn duō quēdiǎn.,Anh ấy có nhiều khuyết điểm.
缺少,quē shǎo,thiếu,这里缺少水。,Zhèlǐ quēshǎo shuǐ.,Ở đây thiếu nước.
却,què,"lại, nhưng",他很想去，却不能去。,"Tā hěn xiǎng qù, què bùnéng qù.","Anh ấy rất muốn đi, nhưng không thể đi."
确实,què shí,thật sự,这次确实是我的错。,Zhè cì quèshí shì wǒ de cuò.,Lần này thật sự là lỗi của tôi.
然而,rán ér,vậy mà,然而，他并没有成功。,"Rán'ér, tā bìng méiyǒu chénggōng.","Tuy nhiên, anh ấy không thành công."
热闹,rè nào,náo nhiệt,市场很热闹。,Shìchǎng hěn rènào.,Chợ rất nhộn nhịp.
任何,rèn hé,bất kì,任何人都可以参加。,Rènhé rén dōu kěyǐ cānjiā.,Bất kỳ ai cũng có thể tham gia.
任务,rèn wù,nhiệm vụ,我们的任务是保护环境。,Wǒmen de rènwù shì bǎohù huánjìng.,Nhiệm vụ của chúng tôi là bảo vệ môi trường.
扔,rēng,ném,请不要随便扔垃圾。,Qǐng bùyào suíbiàn rēng lājī.,Xin đừng vứt rác bừa bãi.
仍然,réng rán,vẫn,他仍然在等你。,Tā réngrán zài děng nǐ.,Anh ấy vẫn đang chờ bạn.
日记,rì jì,nhật kí,我每天都写日记。,Wǒ měitiān dōu xiě rìjì.,Tôi viết nhật ký mỗi ngày.
入口,rù kǒu,cửa vào,这是超市的入口。,Zhè shì chāoshì de rùkǒu.,Đây là lối vào của siêu thị.
散步,sàn bù,tản bộ,我喜欢晚上散步。,Wǒ xǐhuān wǎnshàng sànbù.,Tôi thích đi dạo buổi tối.
森林,sēn lín,rừng sâu,森林里有很多动物。,Sēnlín lǐ yǒu hěn duō dòngwù.,Trong rừng có rất nhiều động vật.
沙发,shā fā,ghế sô pha,我家有一张沙发。,Wǒ jiā yǒu yī zhāng shāfā.,Nhà tôi có một chiếc ghế sofa.
伤心,shāng xīn,tổn thương,他听到这个消息很伤心。,Tā tīngdào zhège xiāoxi hěn shāngxīn.,Anh ấy rất đau lòng khi nghe tin này.
商量,shāng liáng,"thương lượng, bàn bạc",我们需要商量一下计划。,Wǒmen xūyào shāngliáng yīxià jìhuà.,Chúng ta cần thảo luận kế hoạch một chút.
稍微,shāo wēi,một chút,你稍微等一下。,Nǐ shāowēi děng yīxià.,Bạn đợi một chút.
勺子,sháo zi,cái thìa,请给我一把勺子。,Qǐng gěi wǒ yī bǎ sháozi.,Vui lòng đưa tôi một cái muỗng.
社会,shè huì,xã hội,这个社会变化很快。,Zhège shèhuì biànhuà hěn kuài.,Xã hội này thay đổi rất nhanh.
申请,shēn qǐng,xin,我申请了一个新工作。,Wǒ shēnqǐng le yī ge xīn gōngzuò.,Tôi đã nộp đơn xin một công việc mới.
深,shēn,sâu,湖水很深。,Húshuǐ hěn shēn.,Nước hồ rất sâu.
甚至,shèn zhì,thậm chí,他甚至不知道我的名字。,Tā shènzhì bù zhīdào wǒ de míngzì.,Anh ấy thậm chí không biết tên tôi.
生活,shēng huó,cuộc sống,我们的生活很幸福。,Wǒmen de shēnghuó hěn xìngfú.,Cuộc sống của chúng tôi rất hạnh phúc.
生命,shēng mìng,tính mạng,生命很宝贵。,Shēngmìng hěn bǎoguì.,Sinh mệnh rất quý giá.
生意,shēng yì,kinh doanh,他的生意做得很好。,Tā de shēngyì zuò de hěn hǎo.,Việc kinh doanh của anh ấy rất tốt.
省,shěng,tỉnh thành,我们住在北江省。,Wǒmen zhù zài běijiāng shěng.,Chúng tôi sống ở tỉnh Bắc Giang
剩,shèng,thừa,剩下的路程只能靠我们自己了。,Shèng xià de lùchéng zhǐ néng kào wǒmen zìjǐ le.,Phần còn lại của hành trình chỉ có thể dựa vào bản thân chúng ta.
失败,shī bài,thất bại,他没有失败过。,Tā méiyǒu shībài guò.,Anh ấy chưa từng thất bại.
失望,shī wàng,thất vọng,结果让我很失望。,Jiéguǒ ràng wǒ hěn shīwàng.,Kết quả làm tôi rất thất vọng.
师傅,shī fù,sư phụ,师傅，请教我开车。,"Shīfù, qǐng jiāo wǒ kāichē.","Thầy, xin dạy tôi lái xe."
十分,shí fēn,vô cùng,他十分聪明。,Tā shífēn cōngmíng.,Anh ấy rất thông minh.
实际,shí jì,thực tế,他的建议很实际。,Tā de jiànyì hěn shíjì.,Lời khuyên của anh ấy rất thực tế.
实在,shí zài,thật sự,这个故事实在太感人了。,Zhège gùshì shízài tài gǎnrén le.,Câu chuyện này thật sự rất cảm động.
使,shǐ,khiến cho,她的表现使观众们非常兴奋。,Tā de biǎoxiàn shǐ guānzhòngmen fēicháng xīngfèn.,Màn trình diễn của cô khiến khán giả vô cùng hưng phấn.
使用,shǐ yòng,sử dụng,请不要随便使用别人的东西。,Qǐng bùyào suíbiàn shǐyòng biérén de dōngxī.,Xin đừng tùy tiện sử dụng đồ của người khác.
世纪,shì jì,thế kỉ,这是二十一世纪的科技。,Zhè shì èrshíyī shìjì de kējì.,Đây là công nghệ của thế kỷ 21.
是否,shì fǒu,liệu có phải,他是否同意还不确定。,Tā shìfǒu tóngyì hái bù quèdìng.,Anh ấy có đồng ý hay không còn chưa chắc chắn.
适合,shì hé,thích hợp,这件衣服适合你。,Zhè jiàn yīfú shìhé nǐ.,Cái áo này hợp với bạn.
适应,shì yìng,thích nghi,他适应了新的环境。,Tā shìyìng le xīn de huánjìng.,Anh ấy đã thích nghi với môi trường mới.
收,shōu,nhận,请收这个包裹。,Qǐng shōu zhège bāoguǒ.,Xin nhận cái gói hàng này.
收入,shōu rù,thu nhập,他的收入很高。,Tā de shōurù hěn gāo.,Thu nhập của anh ấy rất cao.
收拾,shōu shí,dọn dẹp,请把房间收拾干净。,Qǐng bǎ fángjiān shōushi gānjìng.,Xin dọn phòng sạch sẽ.
首都,shǒu dū,thủ đô,北京是中国的首都。,Běijīng shì Zhōngguó de shǒudū.,Bắc Kinh là thủ đô của Trung Quốc.
首先,shǒu xiān,đầu tiên,首先要学习，其次要实践。,"Shǒuxiān yào xuéxí, qícì yào shíjiàn.","Trước tiên phải học, sau đó phải thực hành."
受不了,shòu bù liǎo,không chịu nổi,我受不了这么热的天气。,Wǒ shòubùliǎo zhème rè de tiānqì.,Tôi không chịu nổi thời tiết nóng như thế này.
受到,shòu dào,nhận được,我受到了一封信。,Wǒ shòudào le yī fēng xìn.,Tôi nhận được một lá thư.
售货员,shòu huò yuán,nhân viên bán vé,售货员向我介绍了这款手机。,Shòuhuòyuán xiàng wǒ jièshào le zhè kuǎn shǒujī.,Người bán hàng giới thiệu cho tôi mẫu điện thoại này.
输,shū,thua,我们输了比赛。,Wǒmen shū le bǐsài.,Chúng tôi thua trận đấu.
熟悉,shú xī,quen thuộc,我对这儿很熟悉。,Wǒ duì zhèr hěn shúxī.,Tôi rất quen thuộc với nơi này.
数量,shù liàng,số lượng,这里的学生数量很多。,Zhèlǐ de xuéshēng shùliàng hěn duō.,Số lượng học sinh ở đây rất nhiều.
数字,shù zi,con cố,这个数字很大。,Zhège shùzì hěn dà.,Con số này rất lớn.
帅,shuài,đẹp trai,他很帅。,Tā hěn shuài.,Anh ấy rất đẹp trai.
顺便,shùn biàn,nhân tiện,我顺便买了些水果。,Wǒ shùnbiàn mǎi le xiē shuǐguǒ.,Tôi tiện thể mua một ít hoa quả.
顺利,shùn lì,thuận lợi,事情进行得很顺利。,Shìqíng jìnxíng de hěn shùnlì.,Mọi việc tiến hành rất thuận lợi.
